237948 	0.0047 	0 	252.1 	0.001 	0.402497 	1e+10 	
242771 	9.99943e-08 	0 	252.1 	0.00684891 	0.402497 	1.417 	
237950 	0.00470004 	0 	252.1 	0.0068489 	0.402497 	89835.5 	
242773 	9.99943e-08 	0 	252.1 	0.00684891 	0.402497 	1.42109 	
237951 	0.00470006 	0 	252.1 	0.0068489 	0.402497 	65169.8 	
242774 	9.99943e-08 	0 	252.1 	0.00684891 	0.402497 	1.4252 	
237953 	0.00470006 	0 	252.1 	0.0068489 	0.402497 	49295 	
242775 	9.99943e-08 	0 	252.1 	0.00684891 	0.402497 	1.42932 	
237955 	0.00470003 	0 	252.1 	0.0068489 	0.402497 	38252.8 	
242777 	9.99943e-08 	0 	252.1 	0.00684891 	0.402497 	1.43344 	
237956 	0.00469998 	0 	252.1 	0.0068489 	0.402497 	30240.8 	
242778 	9.99943e-08 	0 	252.1 	0.00684891 	0.402497 	1.43758 	
237958 	0.0046999 	0 	252.1 	0.0068489 	0.402497 	24270.8 	
242780 	9.99944e-08 	0 	252.1 	0.00684891 	0.402497 	1.44173 	
237960 	0.00469978 	0 	252.1 	0.0068489 	0.402497 	19735.4 	
237961 	0.00469961 	0 	252.1 	0.0068489 	0.402497 	16235.8 	
