0 	0 	0 	
0.0199995 	0 	0 	
0.0299995 	0 	0 	
0.0399995 	0 	0 	
0.0499995 	0 	0 	
0.0599995 	0 	0 	
0.0699995 	0 	0 	
0.0799995 	0 	0 	
0.0899995 	0 	0 	
0.0999995 	0 	0 	
0.11 	0 	0 	
0.119999 	0 	0 	
0.129999 	0 	0 	
0.139999 	0 	0 	
0.15 	0 	0 	
0.159999 	0 	0 	
0.169999 	0 	0 	
0.18 	0 	0 	
0.189999 	0 	0 	
0.199999 	106.273 	0.149764 	
0.21 	148.782 	0.0370863 	
0.219999 	170.036 	0.0417415 	
0.229999 	170.036 	0.046635 	
0.24 	170.036 	0.0633193 	
0.25 	180.663 	0.0823792 	
0.259999 	180.663 	0.109357 	
0.27 	340.072 	0 	
0.28 	340.072 	0 	
0.29 	340.072 	0 	
0.299999 	340.072 	0 	
0.309999 	340.072 	0 	
0.319999 	340.072 	0 	
0.33 	340.072 	0 	
0.34 	340.072 	0 	
0.35 	340.072 	0 	
0.359999 	340.072 	0 	
0.369999 	340.072 	0 	
0.379999 	340.072 	0 	
0.389999 	340.072 	0 	
0.4 	340.072 	0 	
0.41 	340.072 	0 	
0.42 	340.072 	0 	
0.429999 	340.072 	0 	
0.439999 	340.072 	0 	
0.449999 	340.072 	0 	
0.46 	340.072 	0 	
