0 	270000 	0 	0.016 	0 	0 	0 	0 	0 	
0.101 	270003 	0 	0.0159993 	0 	0 	0 	5.05538e+07 	2.0894e-07 	
0.102 	270006 	0 	0.0159985 	0 	0 	0 	5.55535e+07 	2.29644e-07 	
0.103 	270008 	0 	0.0159975 	0 	0 	0 	6.09136e+07 	2.51851e-07 	
0.104 	270011 	0 	0.0159965 	0 	0 	0 	6.66596e+07 	2.75665e-07 	
0.105 	270014 	0 	0.0159953 	0 	0 	0 	7.28168e+07 	3.01196e-07 	
0.106 	270017 	0 	0.0159939 	0 	0 	0 	7.94116e+07 	3.28555e-07 	
0.107 	270019 	0 	0.0159925 	0 	0 	0 	8.64719e+07 	3.5786e-07 	
0.108 	270022 	0 	0.0159908 	0 	0 	0 	9.40269e+07 	3.89237e-07 	
0.109 	270025 	0 	0.0159889 	0 	0 	0 	1.02107e+08 	4.22817e-07 	
0.11 	270028 	0 	0.0159869 	0 	0 	0 	1.10746e+08 	4.58742e-07 	
0.111 	270030 	0 	0.0159847 	0 	0 	0 	1.19979e+08 	4.97161e-07 	
0.112 	270033 	0 	0.0159822 	0 	0 	0 	1.29841e+08 	5.38234e-07 	
0.113 	270036 	0 	0.0159795 	0 	0 	0 	1.40372e+08 	5.82128e-07 	
0.114 	270039 	0 	0.0159766 	0 	0 	0 	1.51611e+08 	6.2902e-07 	
0.115 	270041 	0 	0.0159734 	0 	0 	0 	1.63602e+08 	6.79092e-07 	
0.116 	270044 	0 	0.0159699 	0 	0 	0 	1.76386e+08 	7.32531e-07 	
0.117 	270047 	0 	0.0159661 	0 	0 	0 	1.90004e+08 	7.8952e-07 	
0.118 	270050 	0 	0.015962 	0 	0 	0 	2.04495e+08 	8.50236e-07 	
0.119 	270052 	0 	0.0159576 	0 	0 	0 	2.19891e+08 	9.14829e-07 	
0.12 	270055 	0 	0.0159528 	0 	0 	0 	2.36215e+08 	9.83412e-07 	
0.121 	270058 	0 	0.0159476 	0 	0 	0 	2.53475e+08 	1.05603e-06 	
0.122 	270061 	0 	0.015942 	0 	0 	0 	2.71652e+08 	1.13265e-06 	
0.123 	270063 	0 	0.0159359 	0 	0 	0 	2.90701e+08 	1.21308e-06 	
0.124 	270066 	0 	0.0159295 	0 	0 	0 	3.10532e+08 	1.29699e-06 	
0.125 	270069 	0 	0.0159225 	0 	0 	0 	3.31008e+08 	1.38382e-06 	
0.126 	270071 	0 	0.0159151 	0 	0 	0 	3.51941e+08 	1.47282e-06 	
0.127 	270074 	0 	0.0159072 	0 	0 	0 	3.731e+08 	1.56304e-06 	
0.128 	270077 	0 	0.0158988 	0 	0 	0 	3.94176e+08 	1.6532e-06 	
0.129 	270080 	0 	0.0158899 	0 	0 	0 	4.14914e+08 	1.74225e-06 	
0.13 	270082 	0 	0.0158805 	0 	0 	0 	4.3705e+08 	1.83751e-06 	
0.131 	270085 	0 	0.0158706 	0 	0 	0 	4.61557e+08 	1.94311e-06 	
0.132 	270088 	0 	0.0158601 	0 	0 	0 	4.88973e+08 	2.06141e-06 	
0.133 	270090 	0 	0.0158489 	0 	0 	0 	5.19613e+08 	2.19384e-06 	
0.134 	270093 	0 	0.015837 	0 	0 	0 	5.53719e+08 	2.34154e-06 	
0.135 	270096 	0 	0.0158242 	0 	0 	0 	5.91562e+08 	2.5058e-06 	
0.136 	270098 	0 	0.0158105 	0 	0 	0 	6.33491e+08 	2.68826e-06 	
0.137 	270101 	0 	0.0157958 	0 	0 	0 	6.79985e+08 	2.89116e-06 	
0.138 	270104 	0 	0.0157799 	0 	0 	0 	7.31633e+08 	3.11725e-06 	
0.139 	270106 	0 	0.0157627 	0 	0 	0 	7.89238e+08 	3.37026e-06 	
0.14 	270109 	0 	0.0157441 	0 	0 	0 	8.53822e+08 	3.65493e-06 	
0.141 	270112 	0 	0.0157239 	0 	0 	0 	9.26682e+08 	3.97732e-06 	
0.142 	270114 	0 	0.0157019 	0 	0 	0 	1.00958e+09 	4.34561e-06 	
0.143 	270117 	0 	0.0156778 	0 	0 	0 	1.10485e+09 	4.77067e-06 	
0.144 	270119 	0 	0.0156512 	0 	0 	0 	1.21576e+09 	5.26779e-06 	
0.145 	270122 	0 	0.0156218 	0 	0 	0 	1.34694e+09 	5.85858e-06 	
0.146 	270124 	0 	0.015589 	0 	0 	0 	1.50523e+09 	6.57515e-06 	
0.147 	270127 	0 	0.0155519 	0 	0 	0 	1.70134e+09 	7.46775e-06 	
0.148 	270129 	0 	0.0155096 	0 	0 	0 	1.95308e+09 	8.62015e-06 	
0.149 	270132 	0 	0.0154603 	0 	0 	0 	2.29266e+09 	1.01843e-05 	
0.15 	270134 	0 	0.0154011 	0 	0 	0 	2.78651e+09 	1.24741e-05 	
0.151 	270136 	0 	0.0153266 	0 	0 	0 	3.62867e+09 	1.64035e-05 	
0.152 	270138 	0 	0.0152204 	0 	0 	0 	5.3505e+09 	2.45268e-05 	
0.153 	270140 	0 	0.0150768 	0 	0 	0 	6.52924e+09 	3.05047e-05 	
0.154 	270141 	0 	0.014909 	0 	0 	0 	7.25887e+09 	3.46825e-05 	
0.155 	270143 	0 	0.0147247 	0 	0 	0 	7.73318e+09 	3.78809e-05 	
0.156 	270144 	0 	0.0145283 	0 	0 	0 	8.04562e+09 	4.04855e-05 	
0.157 	270145 	0 	0.0143227 	0 	0 	0 	8.24968e+09 	4.27139e-05 	
