Marc Neveu - 13 Aug. 2015
This file lists the quantities output by PHREEQC simulations generated by IcyDwarf’s ParamExploration() subroutine in Outputs/ParamExploration.txt.
Each line corresponds to a simulation whose input parameters (temperature, pressure, etc.) are given in the first few columns.
Each column corresponds to a physical or chemical quantity (solution, solid, and gas composition) according to the list below.

Column	Quantity
1190	Minnesotaite
1191	d_Minnesotaite
1192	  Mirabilite
1193	d_Mirabilite
1194	    Misenite
1195	  d_Misenite
1196	          Mn
1197	        d_Mn
1198	 Mn(OH)2(am)
1199	d_Mn(OH)2(am)
1200	     Mn(OH)3
1201	   d_Mn(OH)3
1202	   Mn3(PO4)2
1203	 d_Mn3(PO4)2
1204	  MnCl2:2H2O
1205	d_MnCl2:2H2O
1206	  MnCl2:4H2O
1207	d_MnCl2:4H2O
1208	   MnCl2:H2O
1209	 d_MnCl2:H2O
1210	      MnHPO4
1211	    d_MnHPO4
1212	 MnO2(gamma)
1213	d_MnO2(gamma)
1214	       MnSO4
1215	     d_MnSO4
1216	          Mo
1217	        d_Mo
1218	    Molysite
1219	  d_Molysite
1220	Monohydrocalcite
1221	d_Monohydrocalcite
1222	Monticellite
1223	d_Monticellite
1224	  Montmor-Ca
1225	d_Montmor-Ca
1226	   Montmor-K
1227	 d_Montmor-K
1228	  Montmor-Mg
1229	d_Montmor-Mg
1230	  Montmor-Na
1231	d_Montmor-Na
1232	   Mordenite
1233	 d_Mordenite
1234	Mordenite-dehy
1235	d_Mordenite-dehy
1236	  Morenosite
1237	d_Morenosite
1238	   Muscovite
1239	 d_Muscovite
1240	          Na
1241	        d_Na
1242	      Na2CO3
1243	    d_Na2CO3
1244	 Na2CO3:7H2O
1245	d_Na2CO3:7H2O
1246	    Na2Cr2O7
1247	  d_Na2Cr2O7
1248	     Na2CrO4
1249	   d_Na2CrO4
1250	        Na2O
1251	      d_Na2O
1252	     Na2SiO3
1253	   d_Na2SiO3
1254	Na2SO4:(NH4)2SO4:4H2O
1255	d_Na2SO4:(NH4)2SO4:4H2O
1256	Na2SO4:Al2(SO4)3:24H2O
1257	d_Na2SO4:Al2(SO4)3:24H2O
1258	Na2SO4:Cr2(SO4)3:24H2O
1259	d_Na2SO4:Cr2(SO4)3:24H2O
1260	Na2SO4:NaNO3:H2O
1261	d_Na2SO4:NaNO3:H2O
1262	Na2SO4:NiSO4:4H2O
1263	d_Na2SO4:NiSO4:4H2O
1264	     Na2U2O7
1265	   d_Na2U2O7
1266	Na2UO4(alpha)
1267	d_Na2UO4(alpha)
1268	  Na3H(SO4)2
1269	d_Na3H(SO4)2
1270	      Na3UO4
1271	    d_Na3UO4
1272	Na4Ca(SO4)3:2H2O
1273	d_Na4Ca(SO4)3:2H2O
1274	     Na4SiO4
1275	   d_Na4SiO4
1276	    Na6Si2O7
1277	  d_Na6Si2O7
1278	      NaClO4
1279	    d_NaClO4
1280	  NaClO4:H2O
1281	d_NaClO4:H2O
1282	      NaFeO2
1283	    d_NaFeO2
1284	NaH3(SO4)2:H2O
1285	d_NaH3(SO4)2:H2O
1286	   Nahcolite
1287	 d_Nahcolite
1288	      NaHSO4
1289	    d_NaHSO4
1290	   Nantokite
1291	 d_Nantokite
1292	Natroalunite
1293	d_Natroalunite
1294	   Natrolite
1295	 d_Natrolite
1296	      Natron
1297	    d_Natron
1298	 Natrosilite
1299	d_Natrosilite
1300	       NaUO3
1301	     d_NaUO3
1302	   Nepheline
1303	 d_Nepheline
1304	Nesquehonite
1305	d_Nesquehonite
1306	NH4-feldspar
1307	d_NH4-feldspar
1308	NH4-muscovite
1309	d_NH4-muscovite
1310	       NH4Cl
1311	     d_NH4Cl
1312	NH4Cl:MgCl2:6H2O
1313	d_NH4Cl:MgCl2:6H2O
1314	     NH4ClO4
1315	   d_NH4ClO4
1316	     NH4HCO3
1317	   d_NH4HCO3
1318	     NH4HSO4
1319	   d_NH4HSO4
1320	NH4HSO4:NH4NO3
1321	d_NH4HSO4:NH4NO3
1322	      NH4NO3
1323	    d_NH4NO3
1324	          Ni
1325	        d_Ni
1326	     Ni(OH)2
1327	   d_Ni(OH)2
1328	     Ni2P2O7
1329	   d_Ni2P2O7
1330	     Ni2SiO4
1331	   d_Ni2SiO4
1332	   Ni3(PO4)2
1333	 d_Ni3(PO4)2
1334	Nickelbischofite
1335	d_Nickelbischofite
1336	       NiCl2
1337	     d_NiCl2
1338	  NiCl2:2H2O
1339	d_NiCl2:2H2O
1340	  NiCl2:4H2O
1341	d_NiCl2:4H2O
1342	       NiCO3
1343	     d_NiCO3
1344	   Ningyoite
1345	 d_Ningyoite
1346	       NiSO4
1347	     d_NiSO4
1348	NiSO4:6H2O(alpha)
1349	d_NiSO4:6H2O(alpha)
1350	       Niter
1351	     d_Niter
1352	Nontronite-Ca
1353	d_Nontronite-Ca
1354	Nontronite-H
1355	d_Nontronite-H
1356	Nontronite-K
1357	d_Nontronite-K
1358	Nontronite-Mg
1359	d_Nontronite-Mg
1360	Nontronite-Na
1361	d_Nontronite-Na
1362	     Okenite
1363	   d_Okenite
1364	Oxychloride-Mg
1365	d_Oxychloride-Mg
1366	           P
1367	         d_P
1368	  Paragonite
1369	d_Paragonite
1370	   Pargasite
1371	 d_Pargasite
1372	Pentahydrite
1373	d_Pentahydrite
1374	   Periclase
1375	 d_Periclase
1376	    Petalite
1377	  d_Petalite
1378	  Phlogopite
1379	d_Phlogopite
1380	Pickeringite
1381	d_Pickeringite
1382	 Picromerite
1383	d_Picromerite
1384	  Pirssonite
1385	d_Pirssonite
1386	  Polydymite
1387	d_Polydymite
1388	  Polyhalite
1389	d_Polyhalite
1390	 Portlandite
1391	d_Portlandite
1392	    Prehnite
1393	  d_Prehnite
1394	Pseudowollastonite
1395	d_Pseudowollastonite
1396	    Pyridine
1397	  d_Pyridine
1398	      Pyrite
1399	    d_Pyrite
1400	  Pyrolusite
1401	d_Pyrolusite
1402	Pyrophyllite
1403	d_Pyrophyllite
1404	  Pyrrhotite
1405	d_Pyrrhotite
1406	      Quartz
1407	    d_Quartz
1408	   Rankinite
1409	 d_Rankinite
1410	Rhodochrosite
1411	d_Rhodochrosite
1412	   Rhodonite
1413	 d_Rhodonite
1414	 Rhomboclase
1415	d_Rhomboclase
1416	Ripidolite-14A
1417	d_Ripidolite-14A
1418	Ripidolite-7A
1419	d_Ripidolite-7A
1420	    Romerite
1421	  d_Romerite
1422	    Rozenite
1423	  d_Rozenite
1424	Rutherfordine
1425	d_Rutherfordine
1426	      Rutile
1427	    d_Rutile
1428	           S
1429	         d_S
1430	    Saleeite
1431	  d_Saleeite
1432	Sanidine_high
1433	d_Sanidine_high
1434	 Saponite-Ca
1435	d_Saponite-Ca
1436	  Saponite-H
1437	d_Saponite-H
1438	  Saponite-K
1439	d_Saponite-K
1440	 Saponite-Mg
1441	d_Saponite-Mg
1442	 Saponite-Na
1443	d_Saponite-Na
1444	          Sc
1445	        d_Sc
1446	   Scacchite
1447	 d_Scacchite
1448	   Schoepite
1449	 d_Schoepite
1450	Schoepite-dehy(.393)
1451	d_Schoepite-dehy(.393)
1452	Schoepite-dehy(.648)
1453	d_Schoepite-dehy(.648)
1454	Schoepite-dehy(.85)
1455	d_Schoepite-dehy(.85)
1456	Schoepite-dehy(.9)
1457	d_Schoepite-dehy(.9)
1458	Schoepite-dehy(1.0)
1459	d_Schoepite-dehy(1.0)
1460	Schwertmannite
1461	d_Schwertmannite
1462	   Scolecite
1463	 d_Scolecite
1464	   Sepiolite
1465	 d_Sepiolite
1466	          Si
1467	        d_Si
1468	    Siderite
1469	  d_Siderite
1470	 Sillimanite
1471	d_Sillimanite
1472	    SiO2(am)
1473	  d_SiO2(am)
1474	Sklodowskite
1475	d_Sklodowskite
1476	          Sm
1477	        d_Sm
1478	     Sm(OH)3
1479	   d_Sm(OH)3
1480	 Sm(OH)3(am)
1481	d_Sm(OH)3(am)
1482	   Sm2(CO3)3
1483	 d_Sm2(CO3)3
1484	   Sm2(SO4)3
1485	 d_Sm2(SO4)3
1486	       Sm2O3
1487	     d_Sm2O3
1488	Smectite-high-Fe-Mg
1489	d_Smectite-high-Fe-Mg
1490	Smectite-low-Fe-Mg
1491	d_Smectite-low-Fe-Mg
1492	 Smithsonite
1493	d_Smithsonite
1494	 SmPO4:10H2O
1495	d_SmPO4:10H2O
1496	  Soda-niter
1497	d_Soda-niter
1498	    Soddyite
1499	  d_Soddyite
1500	Sphaerocobaltite
1501	d_Sphaerocobaltite
1502	  Sphalerite
1503	d_Sphalerite
1504	      Spinel
1505	    d_Spinel
1506	   Spinel-Co
1507	 d_Spinel-Co
1508	   Spodumene
1509	 d_Spodumene
1510	  Starkeyite
1511	d_Starkeyite
1512	    Stilbite
1513	  d_Stilbite
1514	   Strengite
1515	 d_Strengite
1516	     Sylvite
1517	   d_Sylvite
1518	   Syngenite
1519	 d_Syngenite
1520	Szomolnokite
1521	d_Szomolnokite
1522	Tachyhydrite
1523	d_Tachyhydrite
1524	        Talc
1525	      d_Talc
1526	 Tarapacaite
1527	d_Tarapacaite
1528	    Tenorite
1529	  d_Tenorite
1530	   Tephroite
1531	 d_Tephroite
1532	          Th
1533	        d_Th
1534	Th(NO3)4:5H2O
1535	d_Th(NO3)4:5H2O
1536	     Th(OH)4
1537	   d_Th(OH)4
1538	    Th(SO4)2
1539	  d_Th(SO4)2
1540	       Th2S3
1541	     d_Th2S3
1542	      Th7S12
1543	    d_Th7S12
1544	       ThCl4
1545	     d_ThCl4
1546	  Thenardite
1547	d_Thenardite
1548	Thermonatrite
1549	d_Thermonatrite
1550	  Thorianite
1551	d_Thorianite
1552	         ThS
1553	       d_ThS
1554	        ThS2
1555	      d_ThS2
1556	          Ti
1557	        d_Ti
1558	       Ti2O3
1559	     d_Ti2O3
1560	       Ti3O5
1561	     d_Ti3O5
1562	        TiB2
1563	      d_TiB2
1564	         TiC
1565	       d_TiC
1566	       TiCl2
1567	     d_TiCl2
1568	       TiCl3
1569	     d_TiCl3
1570	         TiN
1571	       d_TiN
1572	  TiO(alpha)
1573	d_TiO(alpha)
1574	    Titanite
1575	  d_Titanite
1576	Tobermorite-11A
1577	d_Tobermorite-11A
1578	Tobermorite-14A
1579	d_Tobermorite-14A
1580	Tobermorite-9A
1581	d_Tobermorite-9A
1582	  Todorokite
1583	d_Todorokite
1584	  Torbernite
1585	d_Torbernite
1586	   Tremolite
1587	 d_Tremolite
1588	   Trevorite
1589	 d_Trevorite
1590	   Tridymite
1591	 d_Tridymite
1592	    Troilite
1593	  d_Troilite
1594	       Trona
1595	     d_Trona
1596	     Trona-K
1597	   d_Trona-K
1598	           U
1599	         d_U
1600	     U(CO3)2
1601	   d_U(CO3)2
1602	U(HPO4)2:4H2O
1603	d_U(HPO4)2:4H2O
1604	   U(OH)2SO4
1605	 d_U(OH)2SO4
1606	     U(SO3)2
1607	   d_U(SO3)2
1608	     U(SO4)2
1609	   d_U(SO4)2
1610	U(SO4)2:4H2O
1611	d_U(SO4)2:4H2O
1612	U(SO4)2:8H2O
1613	d_U(SO4)2:8H2O
1614	        U2C3
1615	      d_U2C3
1616	     U2O2Cl5
1617	   d_U2O2Cl5
1618	        U2S3
1619	      d_U2S3
1620	        U3P4
1621	      d_U3P4
1622	        U3S5
1623	      d_U3S5
1624	     U5O12Cl
1625	   d_U5O12Cl
1626	          UC
1627	        d_UC
1628	UC1.94(alpha)
1629	d_UC1.94(alpha)
1630	        UCl3
1631	      d_UCl3
1632	        UCl4
1633	      d_UCl4
1634	        UCl5
1635	      d_UCl5
1636	        UCl6
1637	      d_UCl6
1638	   UH3(beta)
1639	 d_UH3(beta)
1640	          UN
1641	        d_UN
1642	UN1.59(alpha)
1643	d_UN1.59(alpha)
1644	UN1.73(alpha)
1645	d_UN1.73(alpha)
1646	     UO2(am)
1647	   d_UO2(am)
1648	   UO2(NO3)2
1649	 d_UO2(NO3)2
1650	UO2(NO3)2:2H2O
1651	d_UO2(NO3)2:2H2O
1652	UO2(NO3)2:3H2O
1653	d_UO2(NO3)2:3H2O
1654	UO2(NO3)2:6H2O
1655	d_UO2(NO3)2:6H2O
1656	UO2(NO3)2:H2O
1657	d_UO2(NO3)2:H2O
1658	UO2(OH)2(beta)
1659	d_UO2(OH)2(beta)
1660	   UO2(PO3)2
1661	 d_UO2(PO3)2
1662	      UO2.25
1663	    d_UO2.25
1664	UO2.25(beta)
1665	d_UO2.25(beta)
1666	UO2.3333(beta)
1667	d_UO2.3333(beta)
1668	    UO2.6667
1669	  d_UO2.6667
1670	       UO2Cl
1671	     d_UO2Cl
1672	      UO2Cl2
1673	    d_UO2Cl2
1674	 UO2Cl2:3H2O
1675	d_UO2Cl2:3H2O
1676	  UO2Cl2:H2O
1677	d_UO2Cl2:H2O
1678	UO2ClOH:2H2O
1679	d_UO2ClOH:2H2O
1680	      UO2CO3
1681	    d_UO2CO3
1682	     UO2HPO4
1683	   d_UO2HPO4
1684	UO2HPO4:4H2O
1685	d_UO2HPO4:4H2O
1686	      UO2SO3
1687	    d_UO2SO3
1688	      UO2SO4
1689	    d_UO2SO4
1690	UO2SO4:2.5H2O
1691	d_UO2SO4:2.5H2O
1692	UO2SO4:3.5H2O
1693	d_UO2SO4:3.5H2O
1694	 UO2SO4:3H2O
1695	d_UO2SO4:3H2O
1696	  UO2SO4:H2O
1697	d_UO2SO4:H2O
1698	  UO3(alpha)
1699	d_UO3(alpha)
1700	   UO3(beta)
1701	 d_UO3(beta)
1702	  UO3(gamma)
1703	d_UO3(gamma)
1704	UO3:.9H2O(alpha)
1705	d_UO3:.9H2O(alpha)
1706	    UO3:2H2O
1707	  d_UO3:2H2O
1708	        UOCl
1709	      d_UOCl
1710	       UOCl2
1711	     d_UOCl2
1712	       UOCl3
1713	     d_UOCl3
1714	          UP
1715	        d_UP
1716	         UP2
1717	       d_UP2
1718	       UP2O7
1719	     d_UP2O7
1720	 UP2O7:20H2O
1721	d_UP2O7:20H2O
1722	        UPO5
1723	      d_UPO5
1724	   Uraninite
1725	 d_Uraninite
1726	  Uranophane
1727	d_Uranophane
1728	          US
1729	        d_US
1730	       US1.9
1731	     d_US1.9
1732	         US2
1733	       d_US2
1734	         US3
1735	       d_US3
1736	     Vaesite
1737	   d_Vaesite
1738	    Vaterite
1739	  d_Vaterite
1740	   Vivianite
1741	 d_Vivianite
1742	    Voltaite
1743	  d_Voltaite
1744	   Wairakite
1745	 d_Wairakite
1746	    Weeksite
1747	  d_Weeksite
1748	 Whitlockite
1749	d_Whitlockite
1750	   Willemite
1751	 d_Willemite
1752	Wollastonite
1753	d_Wollastonite
1754	    Wurtzite
1755	  d_Wurtzite
1756	     Wustite
1757	   d_Wustite
1758	   Xonotlite
1759	 d_Xonotlite
1760	     Zincite
1761	   d_Zincite
1762	          Zn
1763	        d_Zn
1764	    Zn(BO2)2
1765	  d_Zn(BO2)2
1766	Zn(ClO4)2:6H2O
1767	d_Zn(ClO4)2:6H2O
1768	Zn(NO3)2:6H2O
1769	d_Zn(NO3)2:6H2O
1770	Zn(OH)2(beta)
1771	d_Zn(OH)2(beta)
1772	Zn(OH)2(epsilon)
1773	d_Zn(OH)2(epsilon)
1774	Zn(OH)2(gamma)
1775	d_Zn(OH)2(gamma)
1776	  Zn2(OH)3Cl
1777	d_Zn2(OH)3Cl
1778	 Zn2SO4(OH)2
1779	d_Zn2SO4(OH)2
1780	     Zn2TiO4
1781	   d_Zn2TiO4
1782	  Zn3O(SO4)2
1783	d_Zn3O(SO4)2
1784	Zn5(NO3)2(OH)8
1785	d_Zn5(NO3)2(OH)8
1786	       ZnCl2
1787	     d_ZnCl2
1788	 ZnCl2(NH3)2
1789	d_ZnCl2(NH3)2
1790	 ZnCl2(NH3)4
1791	d_ZnCl2(NH3)4
1792	 ZnCl2(NH3)6
1793	d_ZnCl2(NH3)6
1794	   ZnCO3:H2O
1795	 d_ZnCO3:H2O
1796	     ZnCr2O4
1797	   d_ZnCr2O4
1798	       ZnSO4
1799	     d_ZnSO4
1800	  ZnSO4:6H2O
1801	d_ZnSO4:6H2O
1802	  ZnSO4:7H2O
1803	d_ZnSO4:7H2O
1804	   ZnSO4:H2O
1805	 d_ZnSO4:H2O
1806	     Zoisite
1807	   d_Zoisite
1808	  si_Brucite
1809	si_Magnesite
1810	    pressure
1811	   total mol
1812	      volume
1813	   g_C2H4(g)
1814	   g_C2H6(g)
1815	   g_C3H8(g)
1816	    g_CH4(g)
1817	     g_CO(g)
1818	    g_CO2(g)
1819	     g_H2(g)
1820	    g_H2O(g)
1821	    g_H2S(g)
1822	     g_N2(g)
1823	    g_NH3(g)
1824	     g_NO(g)
1825	    g_NO2(g)
1826	     g_O2(g)
1827	    g_SO2(g)
