-3.48094 	-3.47772 	-3.47455 	-3.47143 	-3.46836 	-3.46534 	-3.46237 	-3.45945 	-3.45657 	-3.45374 	-3.45095 	-3.4482 	-3.4455 	-3.44284 	-3.44022 	-3.43764 	-3.4351 	-3.4326 	-3.43014 	-3.42772 	-3.42534 	-3.42299 	-3.42068 	-3.4184 	-3.41616 	-3.41396 	-3.41178 	-3.40965 	-3.40754 	-3.40547 	-3.40343 	-3.40142 	-3.39944 	-3.39749 	-3.39558 	-3.39369 	-3.39184 	-3.39001 	-3.38821 	-3.38644 	-3.3847 	-3.38298 	-3.38129 	-3.37963 	-3.378 	-3.37639 	-3.3748 	-3.37325 	-3.37171 	-3.3702 	-3.36872 	-3.36726 	-3.36583 	-3.36441 	-3.36302 	-3.36166 	-3.36031 	-3.35899 	-3.35769 	-3.35642 	-3.35516 	-3.35393 	-3.35271 	-3.35152 	-3.35035 	-3.3492 	-3.34806 	-3.34695 	-3.34586 	-3.34479 	-3.34373 	-3.3427 	-3.34168 	-3.34068 	-3.3397 	-3.33874 	-3.33779 	-3.33687 	-3.33596 	-3.33507 	-3.33419 	-3.33333 	-3.33249 	-3.33166 	-3.33086 	-3.33006 	-3.32929 	-3.32852 	-3.32778 	-3.32705 	-3.32633 	-3.32563 	-3.32495 	-3.32428 	-3.32362 	-3.32298 	-3.32235 	-3.32174 	-3.32114 	-3.32056 	
-3.25542 	-3.25125 	-3.24712 	-3.24302 	-3.23896 	-3.23494 	-3.23096 	-3.22701 	-3.2231 	-3.21922 	-3.21537 	-3.21156 	-3.20778 	-3.20403 	-3.20032 	-3.19663 	-3.19298 	-3.18936 	-3.18576 	-3.1822 	-3.17866 	-3.17515 	-3.17167 	-3.16822 	-3.16479 	-3.16139 	-3.15801 	-3.15467 	-3.15134 	-3.14804 	-3.14477 	-3.14152 	-3.13829 	-3.13509 	-3.13191 	-3.12876 	-3.12562 	-3.12251 	-3.11942 	-3.11635 	-3.1133 	-3.11028 	-3.10727 	-3.10429 	-3.10132 	-3.09838 	-3.09545 	-3.09255 	-3.08966 	-3.08679 	-3.08394 	-3.08111 	-3.0783 	-3.0755 	-3.07273 	-3.06997 	-3.06723 	-3.0645 	-3.06179 	-3.0591 	-3.05643 	-3.05377 	-3.05113 	-3.0485 	-3.04589 	-3.04329 	-3.04071 	-3.03815 	-3.0356 	-3.03306 	-3.03054 	-3.02803 	-3.02554 	-3.02306 	-3.0206 	-3.01815 	-3.01571 	-3.01329 	-3.01088 	-3.00848 	-3.0061 	-3.00373 	-3.00137 	-2.99903 	-2.99669 	-2.99437 	-2.99206 	-2.98977 	-2.98748 	-2.98521 	-2.98295 	-2.9807 	-2.97846 	-2.97624 	-2.97402 	-2.97182 	-2.96962 	-2.96744 	-2.96527 	-2.96311 	
-3.08275 	-3.07797 	-3.07322 	-3.0685 	-3.06381 	-3.05915 	-3.05452 	-3.04992 	-3.04535 	-3.0408 	-3.03628 	-3.03178 	-3.02731 	-3.02287 	-3.01845 	-3.01405 	-3.00968 	-3.00533 	-3.00101 	-2.99671 	-2.99243 	-2.98817 	-2.98393 	-2.97972 	-2.97553 	-2.97136 	-2.9672 	-2.96307 	-2.95896 	-2.95487 	-2.9508 	-2.94674 	-2.94271 	-2.93869 	-2.93469 	-2.93071 	-2.92675 	-2.9228 	-2.91888 	-2.91496 	-2.91107 	-2.90719 	-2.90333 	-2.89948 	-2.89566 	-2.89184 	-2.88804 	-2.88426 	-2.88049 	-2.87674 	-2.873 	-2.86928 	-2.86557 	-2.86187 	-2.85819 	-2.85452 	-2.85087 	-2.84723 	-2.8436 	-2.83998 	-2.83638 	-2.83279 	-2.82922 	-2.82565 	-2.8221 	-2.81856 	-2.81504 	-2.81152 	-2.80802 	-2.80453 	-2.80105 	-2.79758 	-2.79412 	-2.79067 	-2.78724 	-2.78381 	-2.7804 	-2.777 	-2.7736 	-2.77022 	-2.76685 	-2.76349 	-2.76014 	-2.7568 	-2.75346 	-2.75014 	-2.74683 	-2.74353 	-2.74023 	-2.73695 	-2.73367 	-2.73041 	-2.72715 	-2.7239 	-2.72066 	-2.71743 	-2.71421 	-2.711 	-2.7078 	-2.7046 	
-2.94566 	-2.94048 	-2.93533 	-2.9302 	-2.9251 	-2.92002 	-2.91496 	-2.90992 	-2.90491 	-2.89992 	-2.89495 	-2.89 	-2.88507 	-2.88016 	-2.87527 	-2.8704 	-2.86555 	-2.86072 	-2.85591 	-2.85111 	-2.84634 	-2.84158 	-2.83684 	-2.83212 	-2.82741 	-2.82272 	-2.81805 	-2.81339 	-2.80875 	-2.80412 	-2.79951 	-2.79492 	-2.79034 	-2.78577 	-2.78122 	-2.77668 	-2.77216 	-2.76766 	-2.76316 	-2.75868 	-2.75421 	-2.74976 	-2.74532 	-2.74089 	-2.73648 	-2.73207 	-2.72768 	-2.72331 	-2.71894 	-2.71459 	-2.71025 	-2.70592 	-2.7016 	-2.69729 	-2.69299 	-2.68871 	-2.68443 	-2.68017 	-2.67592 	-2.67168 	-2.66745 	-2.66322 	-2.65901 	-2.65481 	-2.65062 	-2.64644 	-2.64227 	-2.63811 	-2.63395 	-2.62981 	-2.62568 	-2.62155 	-2.61744 	-2.61333 	-2.60923 	-2.60514 	-2.60106 	-2.59699 	-2.59293 	-2.58887 	-2.58482 	-2.58078 	-2.57675 	-2.57273 	-2.56872 	-2.56471 	-2.56071 	-2.55672 	-2.55274 	-2.54876 	-2.54479 	-2.54083 	-2.53688 	-2.53293 	-2.52899 	-2.52506 	-2.52113 	-2.51721 	-2.5133 	-2.50939 	
-2.8336 	-2.82816 	-2.82273 	-2.81733 	-2.81195 	-2.80658 	-2.80124 	-2.79591 	-2.7906 	-2.78531 	-2.78004 	-2.77478 	-2.76954 	-2.76432 	-2.75911 	-2.75392 	-2.74875 	-2.74359 	-2.73844 	-2.73331 	-2.7282 	-2.7231 	-2.71801 	-2.71294 	-2.70788 	-2.70283 	-2.6978 	-2.69278 	-2.68778 	-2.68279 	-2.67781 	-2.67284 	-2.66788 	-2.66294 	-2.65801 	-2.65309 	-2.64818 	-2.64329 	-2.6384 	-2.63353 	-2.62866 	-2.62381 	-2.61897 	-2.61414 	-2.60932 	-2.60451 	-2.59971 	-2.59492 	-2.59014 	-2.58537 	-2.58061 	-2.57586 	-2.57111 	-2.56638 	-2.56166 	-2.55694 	-2.55224 	-2.54754 	-2.54285 	-2.53817 	-2.5335 	-2.52884 	-2.52418 	-2.51954 	-2.5149 	-2.51027 	-2.50565 	-2.50103 	-2.49643 	-2.49183 	-2.48724 	-2.48265 	-2.47808 	-2.47351 	-2.46895 	-2.46439 	-2.45984 	-2.4553 	-2.45077 	-2.44624 	-2.44172 	-2.43721 	-2.4327 	-2.4282 	-2.42371 	-2.41922 	-2.41474 	-2.41026 	-2.4058 	-2.40133 	-2.39688 	-2.39243 	-2.38798 	-2.38354 	-2.37911 	-2.37468 	-2.37026 	-2.36585 	-2.36144 	-2.35703 	
-2.73973 	-2.73411 	-2.72851 	-2.72292 	-2.71736 	-2.7118 	-2.70626 	-2.70074 	-2.69523 	-2.68974 	-2.68426 	-2.6788 	-2.67335 	-2.66791 	-2.66248 	-2.65707 	-2.65167 	-2.64629 	-2.64092 	-2.63556 	-2.63021 	-2.62487 	-2.61955 	-2.61424 	-2.60893 	-2.60364 	-2.59836 	-2.5931 	-2.58784 	-2.58259 	-2.57736 	-2.57213 	-2.56691 	-2.56171 	-2.55651 	-2.55132 	-2.54615 	-2.54098 	-2.53582 	-2.53067 	-2.52553 	-2.5204 	-2.51528 	-2.51016 	-2.50506 	-2.49996 	-2.49487 	-2.48979 	-2.48472 	-2.47966 	-2.4746 	-2.46955 	-2.46451 	-2.45948 	-2.45446 	-2.44944 	-2.44443 	-2.43942 	-2.43443 	-2.42944 	-2.42446 	-2.41948 	-2.41452 	-2.40955 	-2.4046 	-2.39965 	-2.39471 	-2.38978 	-2.38485 	-2.37993 	-2.37501 	-2.3701 	-2.3652 	-2.3603 	-2.35541 	-2.35052 	-2.34564 	-2.34077 	-2.3359 	-2.33104 	-2.32618 	-2.32133 	-2.31648 	-2.31164 	-2.30681 	-2.30198 	-2.29715 	-2.29233 	-2.28752 	-2.28271 	-2.27791 	-2.27311 	-2.26831 	-2.26352 	-2.25874 	-2.25396 	-2.24918 	-2.24441 	-2.23965 	-2.23489 	
-2.65943 	-2.6537 	-2.64798 	-2.64228 	-2.63659 	-2.63091 	-2.62524 	-2.61959 	-2.61395 	-2.60832 	-2.60271 	-2.5971 	-2.59151 	-2.58593 	-2.58036 	-2.5748 	-2.56925 	-2.56371 	-2.55818 	-2.55267 	-2.54716 	-2.54166 	-2.53617 	-2.5307 	-2.52523 	-2.51977 	-2.51432 	-2.50888 	-2.50345 	-2.49802 	-2.49261 	-2.4872 	-2.4818 	-2.47642 	-2.47103 	-2.46566 	-2.4603 	-2.45494 	-2.44959 	-2.44425 	-2.43891 	-2.43359 	-2.42827 	-2.42296 	-2.41765 	-2.41235 	-2.40706 	-2.40178 	-2.3965 	-2.39123 	-2.38597 	-2.38071 	-2.37546 	-2.37021 	-2.36498 	-2.35974 	-2.35452 	-2.3493 	-2.34408 	-2.33888 	-2.33367 	-2.32848 	-2.32329 	-2.3181 	-2.31292 	-2.30775 	-2.30258 	-2.29742 	-2.29226 	-2.28711 	-2.28196 	-2.27682 	-2.27168 	-2.26655 	-2.26142 	-2.2563 	-2.25118 	-2.24607 	-2.24096 	-2.23586 	-2.23076 	-2.22567 	-2.22058 	-2.21549 	-2.21041 	-2.20534 	-2.20027 	-2.1952 	-2.19014 	-2.18508 	-2.18003 	-2.17498 	-2.16993 	-2.16489 	-2.15985 	-2.15482 	-2.14979 	-2.14476 	-2.13974 	-2.13472 	
-2.58949 	-2.58369 	-2.5779 	-2.57212 	-2.56635 	-2.56059 	-2.55485 	-2.54911 	-2.54339 	-2.53767 	-2.53197 	-2.52627 	-2.52059 	-2.51491 	-2.50924 	-2.50359 	-2.49794 	-2.4923 	-2.48667 	-2.48105 	-2.47543 	-2.46983 	-2.46423 	-2.45864 	-2.45306 	-2.44749 	-2.44192 	-2.43636 	-2.43081 	-2.42527 	-2.41974 	-2.41421 	-2.40869 	-2.40317 	-2.39766 	-2.39216 	-2.38667 	-2.38118 	-2.3757 	-2.37023 	-2.36476 	-2.3593 	-2.35384 	-2.34839 	-2.34295 	-2.33751 	-2.33208 	-2.32665 	-2.32123 	-2.31581 	-2.3104 	-2.305 	-2.2996 	-2.29421 	-2.28882 	-2.28344 	-2.27806 	-2.27269 	-2.26732 	-2.26196 	-2.2566 	-2.25125 	-2.2459 	-2.24056 	-2.23522 	-2.22988 	-2.22455 	-2.21923 	-2.21391 	-2.20859 	-2.20328 	-2.19797 	-2.19267 	-2.18737 	-2.18208 	-2.17679 	-2.1715 	-2.16622 	-2.16094 	-2.15567 	-2.1504 	-2.14513 	-2.13987 	-2.13461 	-2.12935 	-2.1241 	-2.11886 	-2.11361 	-2.10837 	-2.10313 	-2.0979 	-2.09267 	-2.08744 	-2.08222 	-2.077 	-2.07179 	-2.06657 	-2.06136 	-2.05616 	-2.05095 	
-2.52759 	-2.52175 	-2.51592 	-2.51009 	-2.50428 	-2.49848 	-2.49269 	-2.4869 	-2.48113 	-2.47536 	-2.4696 	-2.46385 	-2.45811 	-2.45238 	-2.44665 	-2.44094 	-2.43523 	-2.42952 	-2.42383 	-2.41814 	-2.41246 	-2.40678 	-2.40112 	-2.39546 	-2.3898 	-2.38416 	-2.37852 	-2.37288 	-2.36725 	-2.36163 	-2.35602 	-2.35041 	-2.3448 	-2.33921 	-2.33362 	-2.32803 	-2.32245 	-2.31687 	-2.31131 	-2.30574 	-2.30018 	-2.29463 	-2.28908 	-2.28354 	-2.278 	-2.27247 	-2.26694 	-2.26142 	-2.2559 	-2.25038 	-2.24488 	-2.23937 	-2.23387 	-2.22838 	-2.22289 	-2.2174 	-2.21192 	-2.20644 	-2.20097 	-2.1955 	-2.19003 	-2.18457 	-2.17911 	-2.17366 	-2.16821 	-2.16277 	-2.15733 	-2.15189 	-2.14645 	-2.14102 	-2.1356 	-2.13018 	-2.12476 	-2.11934 	-2.11393 	-2.10852 	-2.10312 	-2.09771 	-2.09232 	-2.08692 	-2.08153 	-2.07614 	-2.07076 	-2.06538 	-2.06 	-2.05462 	-2.04925 	-2.04388 	-2.03851 	-2.03315 	-2.02779 	-2.02243 	-2.01708 	-2.01173 	-2.00638 	-2.00103 	-1.99569 	-1.99035 	-1.98501 	-1.97968 	
-11.047 	-2.46618 	-2.46033 	-2.45449 	-2.44866 	-2.44284 	-2.43703 	-2.43122 	-2.42542 	-2.41963 	-2.41384 	-2.40806 	-2.40229 	-2.39653 	-2.39077 	-2.38502 	-2.37927 	-2.37354 	-2.3678 	-2.36208 	-2.35636 	-2.35064 	-2.34494 	-2.33923 	-2.33354 	-2.32785 	-2.32216 	-2.31648 	-2.31081 	-2.30514 	-2.29947 	-2.29382 	-2.28816 	-2.28251 	-2.27687 	-2.27123 	-2.2656 	-2.25997 	-2.25434 	-2.24872 	-2.2431 	-2.23749 	-2.23189 	-2.22628 	-2.22069 	-2.21509 	-2.2095 	-2.20392 	-2.19833 	-2.19276 	-2.18718 	-2.18161 	-2.17605 	-2.17048 	-2.16492 	-2.15937 	-2.15382 	-2.14827 	-2.14273 	-2.13719 	-2.13165 	-2.12612 	-2.12059 	-2.11506 	-2.10954 	-2.10402 	-2.0985 	-2.09299 	-2.08748 	-2.08197 	-2.07647 	-2.07097 	-2.06547 	-2.05997 	-2.05448 	-2.04899 	-2.04351 	-2.03803 	-2.03255 	-2.02707 	-2.02159 	-2.01612 	-2.01065 	-2.00519 	-1.99972 	-1.99426 	-1.98881 	-1.98335 	-1.9779 	-1.97245 	-1.967 	-1.96155 	-1.95611 	-1.95067 	-1.94523 	-1.9398 	-1.93437 	-1.92893 	-1.92351 	-1.91808 	
